question,label
Which team does the captain of the French national team play for?,"{""answerText"": ""Tottenham Hotspurs"", ""category"": ""sports"", ""complexityType"": ""multihop""}"
How many countries have over 1 billion citizens?,"{""answerText"": ""1"", ""category"": ""geography"", ""complexityType"": ""count""}"
What was the name of the author who wrote New Jedi Order: Vector Prime?,"{""answerText"": ""R.A. Salvatore"", ""category"": ""books"", ""complexityType"": ""multihop""}"
What famous general won many victories for the Nazis and is suspected of attempting to kill Adolf Hitler in 1944?,"{""answerText"": ""Erwin Rommel"", ""category"": ""history"", ""complexityType"": ""intersection""}"
How old was the youngest elected president when he took office?,"{""answerText"": ""42"", ""category"": ""politics"", ""complexityType"": ""multihop""}"
Who formed AC/DC?,"{""answerText"": ""Malcolm and Angus Young"", ""category"": ""music"", ""complexityType"": ""generic""}"
Was there ever a female president of the United States?,"{""answerText"": ""No"", ""category"": ""politics"", ""complexityType"": ""yesno""}"
When did Will Smith have his first No. 1 hit?,"{""answerText"": ""1998"", ""category"": ""music"", ""complexityType"": ""ordinal""}"
How many different teams has James Harden played for?,"{""answerText"": ""3"", ""category"": ""sports"", ""complexityType"": ""count""}"
Which English queen never married?,"{""answerText"": ""Queen Elizabeth I"", ""category"": ""history"", ""complexityType"": ""difference""}"
"Who is older, Meryl Streep or Cher?","{""answerText"": ""Cher"", ""category"": ""movies"", ""complexityType"": ""comparative""}"
Does Germany have a prime minister?,"{""answerText"": ""No"", ""category"": ""politics"", ""complexityType"": ""yesno""}"
What is the tallest building in the largest city in Illinois?,"{""answerText"": ""The Willis Tower"", ""category"": ""geography"", ""complexityType"": ""multihop""}"
How many members are in One Direction?,"{""answerText"": ""5"", ""category"": ""music"", ""complexityType"": ""count""}"
How tall is the actor who played Legolas?,"{""answerText"": ""5'11\"""", ""category"": ""movies"", ""complexityType"": ""multihop""}"
"Snoop Dogg changed his name when he released Reggae Album Reincarnated in 2012, but what did he change it to?","{""answerText"": ""Snoop Lion"", ""category"": ""music"", ""complexityType"": ""generic""}"
Which continent does not contain at least 3 countries (not including territorial claims)?,"{""answerText"": ""Antarctica"", ""category"": ""geography"", ""complexityType"": ""difference""}"
"Which dictator tried to invade Russia, but did not succeed?","{""answerText"": ""Adolf Hitler"", ""category"": ""history"", ""complexityType"": ""difference""}"
Which book in the Hunger Games series was released in 2010?,"{""answerText"": ""Mockingjay"", ""category"": ""books"", ""complexityType"": ""intersection""}"
Which Hobbit movie was Frodo Baggins not in?,"{""answerText"": ""The Hobbit: The Desolation of Smaug, and The Hobbit: The Battle of the Five Armies"", ""category"": ""movies"", ""complexityType"": ""difference""}"
"Which movie did Gollum not survive in, in Lord of the Rings?","{""answerText"": ""The Return of the King"", ""category"": ""movies"", ""complexityType"": ""difference""}"
"Which actor has been in more movies, Jerry Stiller or Ben Stiller?","{""answerText"": ""Ben Stiller"", ""category"": ""movies"", ""complexityType"": ""comparative""}"
Did Marvel vs. Capcom 3: Fate of Two Worlds come out after 2005?,"{""answerText"": ""Yes"", ""category"": ""videogames"", ""complexityType"": ""comparative""}"
What is the second largest continent in the world and home to the Conga river?,"{""answerText"": ""Africa"", ""category"": ""geography"", ""complexityType"": ""intersection""}"
"Which team has the most championships in North American sports and plays in Bronx, New York?","{""answerText"": ""New York Yankees"", ""category"": ""sports"", ""complexityType"": ""intersection""}"
"Who was a wife of Napoleon and was a child of Francis II, Holy Roman Emperor?","{""answerText"": ""Marie Louise, Duchess of Parma"", ""category"": ""history"", ""complexityType"": ""intersection""}"
Was The Twilight Saga: Eclipse released before The Twilight Saga: New Moon?,"{""answerText"": ""No"", ""category"": ""movies"", ""complexityType"": ""comparative""}"
What was the last movie in the Dirty Harry franchise?,"{""answerText"": ""The Dead Pool"", ""category"": ""movies"", ""complexityType"": ""ordinal""}"
What Supreme Court Judge served the longest?,"{""answerText"": ""William O. Douglas"", ""category"": ""politics"", ""complexityType"": ""superlative""}"
Which book in The Kingkiller Chronicles has not been released yet?,"{""answerText"": ""The Doors of Stone"", ""category"": ""books"", ""complexityType"": ""difference""}"
Who was the third US president?,"{""answerText"": ""Thomas Jefferson"", ""category"": ""history"", ""complexityType"": ""ordinal""}"
Was the first Assassin's Creed game released before the Prince of Persia: Sands of Time trilogy?,"{""answerText"": ""No"", ""category"": ""videogames"", ""complexityType"": ""comparative""}"
How many books are in The Inheritance Cycle?,"{""answerText"": ""4"", ""category"": ""books"", ""complexityType"": ""count""}"
Was Adolf Hitler born in Germany?,"{""answerText"": ""No"", ""category"": ""history"", ""complexityType"": ""yesno""}"
What is the third part of the Fast & Furious?,"{""answerText"": ""The Fast and Furious Tokyo Drift"", ""category"": ""movies"", ""complexityType"": ""ordinal""}"
Did Chad Johnson ever win a Super Bowl?,"{""answerText"": ""No"", ""category"": ""sports"", ""complexityType"": ""yesno""}"
Which Die Hard movie stars Samuel L. Jackson?,"{""answerText"": ""Die Hard 3: with a Vengeance"", ""category"": ""movies"", ""complexityType"": ""intersection""}"
In which state did the first flight occur and contains part of the Great Smokey Mountains national park?,"{""answerText"": ""North Carolina"", ""category"": ""geography"", ""complexityType"": ""intersection""}"
How many games are in the Mafia series?,"{""answerText"": ""3"", ""category"": ""videogames"", ""complexityType"": ""count""}"
"In Star Wars, which main member of the original trio does not live past The Force Awakens?","{""answerText"": ""Han Solo"", ""category"": ""movies"", ""complexityType"": ""difference""}"
Is K2 the largest mountain in the world?,"{""answerText"": ""No"", ""category"": ""geography"", ""complexityType"": ""yesno""}"
Has Stephen King won a Pulitzer Prize?,"{""answerText"": ""Yes"", ""category"": ""books"", ""complexityType"": ""yesno""}"
How many direwolves are given to the Stark children in the first Games of Thrones book?,"{""answerText"": ""6"", ""category"": ""books"", ""complexityType"": ""count""}"
Has Mount St. Helens erupted after 1970?,"{""answerText"": ""Yes"", ""category"": ""geography"", ""complexityType"": ""comparative""}"
Which actress has famous twin sisters and also played Wanda Maximoff?,"{""answerText"": ""Elizabeth Olsen"", ""category"": ""movies"", ""complexityType"": ""intersection""}"
How old was Jimi Hendrix when he died?,"{""answerText"": ""27"", ""category"": ""music"", ""complexityType"": ""generic""}"
Where was the actress who played Hermione Granger born?,"{""answerText"": ""Paris, France"", ""category"": ""movies"", ""complexityType"": ""multihop""}"
"How many countries in South America have a land area greater than 400,000 square miles?","{""answerText"": ""5"", ""category"": ""geography"", ""complexityType"": ""count""}"
Which album by Nas came out in 1996?,"{""answerText"": ""It Was Written"", ""category"": ""music"", ""complexityType"": ""intersection""}"
Did Gone With The Wind come out before 1940?,"{""answerText"": ""Yes"", ""category"": ""movies"", ""complexityType"": ""comparative""}"
Is the main antagonist in Kingdom Hearts named Xehanort?,"{""answerText"": ""Yes"", ""category"": ""videogames"", ""complexityType"": ""yesno""}"
Did Fallout 4 come out before Borderlands 3?,"{""answerText"": ""Yes"", ""category"": ""videogames"", ""complexityType"": ""comparative""}"
Did the movie Goldfinger come out before Dr. No?,"{""answerText"": ""No"", ""category"": ""movies"", ""complexityType"": ""comparative""}"
Has Al Pacino worked with Martin Scorsese more than once?,"{""answerText"": ""No"", ""category"": ""movies"", ""complexityType"": ""yesno""}"
Who was the 14th president of the Virgin Islands legislature?,"{""answerText"": ""Ruby M. Rouss"", ""category"": ""politics"", ""complexityType"": ""ordinal""}"
When was the director of Toy Story born?,"{""answerText"": ""12-Jan-57"", ""category"": ""movies"", ""complexityType"": ""multihop""}"
When did Senses Fail release their first EP?,"{""answerText"": ""2002"", ""category"": ""music"", ""complexityType"": ""ordinal""}"
Who was the first American president to serve only one term?,"{""answerText"": ""Rutherford B. Hayes"", ""category"": ""politics"", ""complexityType"": ""ordinal""}"
What unit of currency is used in the country where the Eiffel Tower is?,"{""answerText"": ""Euro"", ""category"": ""geography"", ""complexityType"": ""multihop""}"
Did Japan attack Pearl Harbor before the United States officially entered World War II?,"{""answerText"": ""Yes"", ""category"": ""history"", ""complexityType"": ""yesno""}"
"What system came first, Atari or Nintendo?","{""answerText"": ""Atari"", ""category"": ""videogames"", ""complexityType"": ""comparative""}"
What was the title of the fourth Star Trek movie of the original series?,"{""answerText"": ""Star Trek IV: The Voyage Home"", ""category"": ""movies"", ""complexityType"": ""ordinal""}"
Which Star Wars movie had the biggest budget?,"{""answerText"": ""The Last Jedi"", ""category"": ""movies"", ""complexityType"": ""superlative""}"
What is the smallest U.S. state by area size in square miles?,"{""answerText"": ""Rhode Island"", ""category"": ""geography"", ""complexityType"": ""superlative""}"
How old was the fourth Roman emperor when he died?,"{""answerText"": ""63"", ""category"": ""history"", ""complexityType"": ""multihop""}"
How many studio albums has Adele released?,"{""answerText"": ""3"", ""category"": ""music"", ""complexityType"": ""count""}"
What is the hottest city in the U.S. during the summer?,"{""answerText"": ""Phoenix, AZ"", ""category"": ""geography"", ""complexityType"": ""superlative""}"
Which Harry Potter books were not made after 2000?,"{""answerText"": ""Harry Potter and the Sorcerer's Stone, Harry Potter and the Chamber of Secrets, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Goblet of Fire"", ""category"": ""books"", ""complexityType"": ""difference""}"
Which president was born in the Waxhaws region of the Carolinas and was a prisoner of war?,"{""answerText"": ""Andrew Jackson"", ""category"": ""politics"", ""complexityType"": ""intersection""}"
Has Max Verstappen won an F1 Championship?,"{""answerText"": ""No"", ""category"": ""sports"", ""complexityType"": ""yesno""}"
How many terms did FDR serve as president?,"{""answerText"": ""4"", ""category"": ""politics"", ""complexityType"": ""generic""}"
How many current members of AC/DC are there?,"{""answerText"": ""5"", ""category"": ""music"", ""complexityType"": ""count""}"
Which book in the Harry Potter series was released in 2007?,"{""answerText"": ""Harry Potter and the Deathly Hallows"", ""category"": ""books"", ""complexityType"": ""intersection""}"
Which NFL teams from New York did not appear in a Super Bowl in the 1990s?,"{""answerText"": ""The New York Jets"", ""category"": ""sports"", ""complexityType"": ""difference""}"
What was the third NBA team that Shaquille O'Neal played for?,"{""answerText"": ""Miami Heat"", ""category"": ""sports"", ""complexityType"": ""ordinal""}"
What is the second NBA team Shaquille O'Neal played for?,"{""answerText"": ""Los Angeles Lakers"", ""category"": ""sports"", ""complexityType"": ""ordinal""}"
Which state is the 9th largest by area and home to Crater Lake?,"{""answerText"": ""Oregon"", ""category"": ""geography"", ""complexityType"": ""intersection""}"
When was the last year the Philadelphia Flyers won a Stanley Cup?,"{""answerText"": ""1975"", ""category"": ""sports"", ""complexityType"": ""ordinal""}"
Which country did Joan of Arc hail from?,"{""answerText"": ""France"", ""category"": ""history"", ""complexityType"": ""generic""}"
